Date:	Monday, March 30, 2026, 5:39 PM
Measurement type:	Photoluminescence
Temperature: 	9.764 K
Integration time:	1.000 s
Excitation power:	4.938945 nW
Center wavelength	1078.132 nm / 1.150 eV
Dispersion window:	304.943 nm / 0.332 eV
Entrance slit width:	0.501 mm
Exit slit width:	0.000 mm
 	
Energy 	Powerspectrum 
(eV)	(Counts/1.000s)
Excitation power	5.25mW
	
1.007751232	19.584304605518515
1.007995217	-32.29999085607639
1.008239321	15.255123465279196
1.008483543	-23.192946741048637
1.008727883	12.922319949201084
1.008972341	-21.195565747068677
1.009216918	11.584952102951792
1.009461614	-19.131461795204963
1.009706428	17.074536468597813
1.009951361	-17.31246743484881
1.010196413	12.230475203323433
1.010441584	-34.27697223598825
1.010686874	12.449378938001574
1.010932283	-20.070232757457518
1.011177812	17.399882632740656
1.011423459	-19.261413962270435
1.011669226	10.444778665822307
1.011915113	-30.399924187399797
1.012161119	9.36491970822099
1.012407244	-16.725751748565774
1.01265349	12.424741481222526
1.012899855	-10.736671737112662
1.01314634	11.151995778960869
1.013392945	-24.293971745692215
1.01363967	10.031429996354614
1.013886515	-20.92499174406263
1.014133481	10.97434496912556
1.014380567	-19.052146480228554
1.014627773	7.9140479953961185
1.0148751	-18.38845270771438
1.015122548	8.167937235511463
1.015370116	-19.64584164205451
1.015617805	11.773255231796215
1.015865614	-13.67617602380769
1.016113545	7.140550763926475
1.016361597	-7.622550519322887
1.01660977	9.720255437247157
1.016858064	-8.564512129248007
1.01710648	9.163325911706266
1.017355017	-18.547253714202952
1.017603675	8.210446244897346
1.017852455	-15.56143416751479
1.018101357	5.6719093776035105
1.01835038	-13.497767404087242
1.018599525	9.397199331420559
1.018848793	-16.69621511481807
1.019098182	8.602427033501225
1.019347693	-11.021469937334011
1.019597327	8.286637417011978
1.019847083	-8.547722778659969
1.020096961	7.802227832543396
1.020346962	-19.044777777951218
1.020597085	8.56642551087488
1.020847331	-7.732883285256016
1.0210977	8.090506393754168
1.021348191	-13.749195343736032
1.021598806	6.592582577429772
1.021849543	-13.055968299373339
1.022100404	5.944043069020955
1.022351387	-9.858289297353718
1.022602495	8.423019335303486
1.022853725	-6.468099515935927
1.023105079	7.001519429796534
1.023356556	-6.852130080691808
1.023608158	8.519722405210455
1.023859883	-11.205349423511167
1.024111731	8.15591715983556
1.024363704	-9.988200629975179
1.024615801	6.350441472920991
1.024868022	-5.7133311234094055
1.025120367	6.556740254019428
1.025372836	-8.140291296618912
1.02562543	6.781935812782752
1.025878148	-4.711457756470641
1.026130991	7.557560043760648
1.026383958	-6.830649164205877
1.02663705	7.515702115338338
1.026890267	-8.194592386969632
1.027143609	8.060564075941967
1.027397076	-9.274737236362679
1.027650668	7.5570680895262825
1.027904386	-5.976431018018695
1.028158228	6.1783340091465195
1.028412196	-4.329451181833957
1.02866629	4.525759235385096
1.028920509	-3.8472961625611286
1.029174854	5.698300876078162
1.029429325	-3.2744433884145265
1.029683921	6.6231091286816826
1.029938643	-5.052206071516379
1.030193492	7.412191078308255
1.030448467	-5.6261890709890094
1.030703568	8.800870684389434
1.030958795	-4.184844529184849
1.031214148	6.964135642090364
1.031469629	-4.759535266369553
1.031725236	6.0527824543108295
1.031980969	-5.1582718070287115
1.032236829	6.023436134263212
1.032492817	-2.510553776992181
1.032748931	5.26480520202079
1.033005172	0.5433379014693319
1.033261541	6.924459820915581
1.033518037	-5.070837951481786
1.03377466	8.006211526367093
1.03403141	-4.620741127656897
1.034288289	7.966044293592051
1.034545294	-1.7140498103541366
1.034802428	7.1063269591855445
1.03505969	-1.1749147736122127
1.035317079	6.26603064959644
1.035574597	-2.8385739912712173
1.035832242	5.672342861338577
1.036090016	-0.20431984964816777
1.036347918	5.981646432825503
1.036605949	1.5451323028359363
1.036864108	6.845606912208042
1.037122396	0.027152829882049746
1.037380812	8.003979019609723
1.037639357	-3.499937616457818
1.037898032	8.521554874570118
1.038156835	-2.0313436860651453
1.038415767	7.807339228520174
1.038674828	0.7311499704535649
1.038934019	7.643018140267451
1.039193339	-0.17538998482811272
1.039452789	7.012097229950555
1.039712368	1.1031562881316646
1.039972077	7.943138686788209
1.040231916	2.3173577134788848
1.040491884	7.805747201731949
1.040751983	0.997741047137653
1.041012211	8.96357893280813
1.04127257	2.315413899709062
1.041533059	9.436012409480012
1.041793679	-0.027825414081937283
1.042054428	9.017466230891614
1.042315309	0.8610409777222003
1.04257632	8.202647790780924
1.042837462	2.7433269984395876
1.043098734	7.376421963529499
1.043360138	3.7257770489711053
1.043621673	8.790636440483512
1.043883339	2.5343257576204214
1.044145136	9.533832085009923
1.044407064	4.994687716362939
1.044669124	10.818288818630778
1.044931315	3.1001552713681146
1.045193638	11.121151555410517
1.045456093	2.193502308427044
1.04571868	10.655691048946414
1.045981398	4.804373092890918
1.046244249	9.606326953623343
1.046507232	5.335436714010863
1.046770347	10.186700643507152
1.047033594	5.171430698122994
1.047296974	10.441838201927364
1.047560486	6.565673095408125
1.047824131	11.939429038918927
1.048087909	7.531068907614418
1.048351819	12.752656180531254
1.048615863	5.752965457407406
1.048880039	12.854465319718928
1.049144349	5.9684501329076305
1.049408792	12.635552614242016
1.049673368	7.600042994170714
1.049938078	11.770028445516393
1.050202921	6.592684229568383
1.050467898	12.479665815922834
1.050733008	9.843898273507673
1.050998253	12.996506536099524
1.051263631	10.408949509618951
1.051529144	14.052892416703957
1.05179479	9.37656722260382
1.052060571	14.512026511433497
1.052326486	8.65501569873073
1.052592536	14.513893468249025
1.05285872	9.45174336317994
1.053125039	14.670953491308783
1.053391493	10.331843827119727
1.053658081	14.748090371142192
1.053924805	11.829258672762327
1.054191663	14.957982010408227
1.054458657	12.41825088232426
1.054725786	15.68499754096299
1.05499305	10.383872704250754
1.05526045	16.613268975149115
1.055527986	10.748729016799809
1.055795657	17.277567072271456
1.056063464	13.120793469553098
1.056331407	17.496777284854524
1.056599486	13.452682992036074
1.056867701	17.58443629832458
1.057136052	13.311896119878002
1.057404539	18.1643739263303
1.057673163	14.24072740322095
1.057941923	18.347981608662565
1.05821082	15.942732056261885
1.058479854	19.058644402406415
1.058749025	15.878485269807584
1.059018332	20.241283661086555
1.059287777	15.780533974628248
1.059557358	21.07051369153274
1.059827077	16.32360652688363
1.060096934	21.29410573597386
1.060366927	17.677749200520676
1.060637059	21.691417993749646
1.060907328	18.473276431804805
1.061177734	22.05843046466848
1.061448279	18.656538526387877
1.061718962	22.642341059793477
1.061989782	18.80008330027053
1.062260741	23.23233787067917
1.062531838	19.498152053274772
1.062803074	24.172198859734127
1.063074448	20.83515709005668
1.063345961	24.11063809064295
1.063617612	21.4221758807743
1.063889403	24.99171003578152
1.064161332	21.80212852568807
1.0644334	25.62382502879966
1.064705608	22.756731884990458
1.064977954	25.954655948843705
1.06525044	23.121210215741588
1.065523066	26.754318130959206
1.065795831	23.801239991500317
1.066068736	27.889369291901822
1.06634178	24.22497562830958
1.066614965	28.289430713100995
1.066888289	25.55554884550589
1.067161754	29.037561395725998
1.067435359	26.660127427176832
1.067709104	30.061115538064737
1.06798299	26.779674045784322
1.068257016	31.10006948720867
1.068531183	27.140429579847172
1.06880549	31.41592287671664
1.069079939	28.899241774821437
1.069354528	32.381333125657115
1.069629259	29.20729115100418
1.06990413	33.23118088318518
1.070179143	28.928242744059933
1.070454298	33.818181123238624
1.070729594	30.907280681553573
1.071005031	34.49433171053996
1.071280611	32.382609580013884
1.071556332	35.6947475912907
1.071832195	33.06770510137813
1.0721082	36.950884442875875
1.072384348	34.3339793878791
1.072660638	37.951750597186546
1.07293707	34.606923203004335
1.073213644	39.00677440728066
1.073490362	35.4644343169099
1.073767222	39.54394725096173
1.074044225	35.91240202942769
1.07432137	40.408338666313156
1.074598659	37.34918407888578
1.074876091	41.085218567038766
1.075153667	39.24464053664545
1.075431385	42.1611621555798
1.075709248	40.352015820737236
1.075987254	43.65497631977091
1.076265403	41.6121032249934
1.076543697	45.38192258342225
1.076822134	42.113704745077555
1.077100715	46.2451060335004
1.077379441	42.71791943434334
1.077658311	46.987488137985636
1.077937325	44.96095520586755
1.078216484	47.68972399787736
1.078495788	46.4409248792734
1.078775236	48.65856261187611
1.079054829	45.883537770805916
1.079334567	49.654273180638974
1.07961445	47.049953628692386
1.079894479	51.15057236127652
1.080174652	48.490847567814455
1.080454971	51.967109178565636
1.080735436	49.62819796942255
1.081016046	52.97720869665994
1.081296802	50.24684044002023
1.081577704	54.01984683934552
1.081858752	51.507380256452606
1.082139946	54.72164706427355
1.082421286	52.44404493983887
1.082702772	55.457241906423484
1.082984405	53.20339469157861
1.083266185	57.31675358863767
1.083548111	54.784295357522296
1.083830184	58.49235136882642
1.084112403	56.39821909463782
1.08439477	59.53989769840429
1.084677284	57.13709337711874
1.084959945	60.47405569772483
1.085242754	57.290971786798515
1.08552571	61.02384306307982
1.085808814	58.46582296026205
1.086092065	62.061643722920806
1.086375464	59.70501814183691
1.086659011	62.68863816533761
1.086942706	61.05385515118988
1.08722655	64.2580608846287
1.087510541	63.466141966802425
1.087794681	66.22178184459031
1.08807897	63.8439047010807
1.088363407	67.34914441259403
1.088647993	65.02402570310461
1.088932727	67.65666386921964
1.089217611	65.32471925349302
1.089502644	68.88268972444762
1.089787826	66.75009050156532
1.090073157	70.0364918760829
1.090358638	68.3917836162358
1.090644269	70.9970802796181
1.090930049	68.76734630176722
1.091215979	71.93680418978218
1.091502058	69.43821961513156
1.091788288	72.19097491476876
1.092074668	70.22940534234901
1.092361199	73.22841716616396
1.092647879	71.97329044114574
1.09293471	75.1886827029051
1.093221692	73.62234292843944
1.093508825	77.64746849792371
1.093796108	76.65471854439163
1.094083543	79.15520982367549
1.094371128	77.03417348020785
1.094658865	80.03287248634481
1.094946753	77.53765073573584
1.095234793	80.76389819349839
1.095522984	79.33250029977563
1.095811327	82.56016573695422
1.096099821	80.16829725059338
1.096388468	83.09846760442421
1.096677267	81.76702438793296
1.096966218	84.31652048430325
1.097255321	83.0027502320808
1.097544577	85.84606206891078
1.097833985	83.7151921150844
1.098123546	87.1973507010005
1.098413259	85.38695350563464
1.098703126	89.52281625362068
1.098993145	87.26321351292597
1.099283318	90.74083823303924
1.099573644	88.47030017028948
1.099864123	91.89325037692652
1.100154756	90.18165453647664
1.100445543	93.04004142423693
1.100736483	91.63982495366751
1.101027577	94.6368323254343
1.101318825	93.29344494458016
1.101610228	96.41081116194947
1.101901784	94.49482109745944
1.102193495	98.69270048000534
1.10248536	96.38157571556366
1.10277738	100.73631935641941
1.103069555	97.79924870134404
1.103361885	102.01985234428794
1.103654369	99.47291389374845
1.103947009	103.43027221110272
1.104239804	101.09424374704558
1.104532754	104.76763642894612
1.10482586	103.47638364548011
1.105119122	107.41069578423208
1.105412539	105.86648107140391
1.105706112	109.73087490128115
1.105999841	109.37346596428591
1.106293726	112.35802462964129
1.106587767	110.12416848630335
1.106881964	113.45848932530551
1.107176318	110.69471893718023
1.107470829	115.16393771802949
1.107765497	112.89367897005866
1.108060321	117.10642118335456
1.108355302	115.64676170575721
1.10865044	118.50368461498728
1.108945736	117.34875529299231
1.109241189	119.80728900538487
1.109536799	119.3206930638326
1.109832567	121.61192668560662
1.110128493	120.68550212263865
1.110424576	124.86360088215119
1.110720818	122.92057538701282
1.111017217	127.1286871698769
1.111313775	125.77129679968412
1.111610491	127.93360225917353
1.111907366	128.2954722711461
1.112204399	130.28678997791974
1.112501591	128.78187661948726
1.112798942	132.2623494903356
1.113096452	131.13004000715642
1.113394121	134.82599878675222
1.11369195	134.5542617771712
1.113989937	136.96280988809409
1.114288084	136.7052007299088
1.114586391	139.45066803373052
1.114884858	138.09252781479594
1.115183484	141.73721271870335
1.115482271	141.45317696051163
1.115781217	144.47635461275394
1.116080324	143.59064669511565
1.116379592	146.1427788053822
1.116679019	146.00862062976873
1.116978608	149.59499760216968
1.117278357	148.99075988208017
1.117578268	151.79138286734792
1.117878339	151.68332539148508
1.118178571	153.9527323718563
1.118478965	153.97263696289076
1.11877952	156.95650131072694
1.119080237	155.64304616230902
1.119381116	159.9765613593019
1.119682156	159.56134870491886
1.119983358	162.50608762446277
1.120284723	163.30877660509057
1.120586249	165.36034409290625
1.120887938	165.24823327448013
1.12118979	168.10327908892955
1.121491804	167.13769969942715
1.12179398	170.48818393305515
1.12209632	170.16859930741973
1.122398823	173.7475568923751
1.122701489	172.63582003284316
1.123004318	176.74432863154505
1.12330731	175.88918854185496
1.123610467	178.91383323386117
1.123913786	178.98897612391823
1.12421727	181.8250953934023
1.124520917	181.83404617599538
1.124824729	184.21546681197344
1.125128705	184.85951677456106
1.125432845	188.07374876052532
1.12573715	188.17528157949923
1.126041619	191.71501189736455
1.126346253	190.26129104569145
1.126651052	193.45309073218152
1.126956015	192.12495734149329
1.127261144	196.17553061026504
1.127566439	196.06212551209916
1.127871898	199.9718277044342
1.128177523	199.80265600699573
1.128483314	202.91138025887793
1.128789271	203.06749176489663
1.129095394	204.9798781858897
1.129401682	204.42682898986598
1.129708137	209.03796576660426
1.130014759	207.28909788931975
1.130321546	211.59146374025207
1.130628501	210.68450092740184
1.130935622	212.9789408422498
1.13124291	213.48044695485328
1.131550365	216.45841902001325
1.131857987	215.8235363794078
1.132165777	219.1629727778814
1.132473734	218.4158015547754
1.132781859	221.3734992234497
1.133090151	221.3475570134285
1.133398611	225.2571095578199
1.133707239	223.65459239721633
1.134016036	225.9111411325417
1.134325	225.127295687878
1.134634133	228.71382381045404
1.134943434	227.69325250239456
1.135252905	230.1324956905925
1.135562544	230.15551515916226
1.135872352	232.25424706981536
1.136182329	230.8545229530683
1.136492475	234.44822246113205
1.13680279	232.75800462683026
1.137113276	236.55957655688496
1.13742393	235.33708285155188
1.137734755	237.58064673092676
1.138045749	233.70477111691912
1.138356914	238.19811321997113
1.138668249	237.0115973603297
1.138979754	240.03551203947964
1.139291429	240.97102413145876
1.139603276	240.3754220189409
1.139915293	238.71585413518338
1.14022748	240.93634336683635
1.140539839	240.56210696805525
1.140852369	243.72099454683675
1.141165071	241.5492380502459
1.141477944	243.73806765706652
1.141790988	241.86943916243587
1.142104204	244.0036979802245
1.142417593	242.65459316957492
